Movie_Rank,Movie_Name,Worldwide_Gross,Domestic_Gross,Domestic_Percent,Foreign_Gross,Foreign_Percent
198,The Girl on the Bridge,"$1,708,839",1708839.0,100.0,73995924.08,65.85
199,Rear Window 2000 Re-release,"$1,699,210",1574607.0,92.7,124603.0,7.3
200,Girlfight,"$1,666,028",1565852.0,94.0,100176.0,6.0
1,Harry Potter and the Sorcerer's Stone,"$974,755,371",317575550.0,32.6,657179821.0,67.4
2,The Lord of the Rings: The Fellowship of the Ring,"$868,385,360",313364114.0,36.1,555021246.0,63.9
3,"Monsters, Inc.","$528,773,250",255873250.0,48.4,272900000.0,51.6
4,Shrek,"$484,944,448",268200241.0,55.3,216744207.0,44.7
5,Ocean's Eleven,"$450,717,150",183417150.0,40.7,267300000.0,59.3
6,Pearl Harbor,"$449,220,945",198542554.0,44.2,250678391.0,55.8
7,The Mummy Returns,"$433,013,274",202019785.0,46.7,230993489.0,53.3
8,Jurassic Park III,"$368,780,809",181171875.0,49.1,187608934.0,50.9
9,Planet of the Apes,"$362,211,740",180011740.0,49.7,182200000.0,50.3
10,Hannibal,"$351,692,268",165092268.0,46.9,186600000.0,53.1
11,Rush Hour 2,"$347,325,802",226164286.0,65.1,121161516.0,34.9
12,A Beautiful Mind,"$313,542,341",170742341.0,54.5,142800000.0,45.5
13,American Pie 2,"$287,553,595",145103595.0,50.5,142450000.0,49.5
14,Bridget Jones's Diary,"$281,929,795",71543427.0,25.4,210386368.0,74.6
15,Spirited Away,"$274,925,095",10055859.0,3.7,264869236.0,96.3
16,Lara Croft: Tomb Raider,"$274,703,340",131168070.0,47.7,143535270.0,52.3
17,A.I. Artificial Intelligence,"$235,926,552",78616689.0,33.3,157309863.0,66.7
18,The Others,"$209,947,037",96522687.0,46.0,113424350.0,54.0
19,The Fast and the Furious,"$207,283,925",144533925.0,69.7,62750000.0,30.3
20,Vanilla Sky,"$203,388,341",100618344.0,49.5,102769997.0,50.5
21,Cats & Dogs,"$200,687,492",93385515.0,46.5,107301977.0,53.5
22,Atlantis: The Lost Empire,"$186,053,725",84056472.0,45.2,101997253.0,54.8
23,Moulin Rouge!,"$179,213,434",57386607.0,32.0,121826827.0,68.0
24,Dr. Dolittle 2,"$176,104,344",112952899.0,64.1,63151445.0,35.9
25,Amélie,"$173,921,954",33225499.0,19.1,140696455.0,80.9
26,Black Hawk Down,"$172,989,651",108638745.0,62.8,64350906.0,37.2
27,The Princess Diaries,"$165,335,153",108248956.0,65.5,57086197.0,34.5
28,Spy Kids,"$147,934,180",112719001.0,76.2,35215179.0,23.8
29,The Mexican,"$147,845,033",66845033.0,45.2,81000000.0,54.8
30,Swordfish,"$147,080,413",69772969.0,47.4,77307444.0,52.6
31,Spy Game,"$143,049,560",62362560.0,43.6,80687000.0,56.4
32,Legally Blonde,"$141,774,679",96520674.0,68.1,45254005.0,31.9
33,Scary Movie 2,"$141,220,678",71308997.0,50.5,69911681.0,49.5
34,Shallow Hal,"$141,069,860",70839203.0,50.2,70230657.0,49.8
35,America's Sweethearts,"$138,307,673",93607673.0,67.7,44700000.0,32.3
36,Save the Last Dance,"$131,706,809",91057006.0,69.1,40649803.0,30.9
37,A Knight's Tale,"$117,487,473",56569702.0,48.1,60917771.0,51.9
38,The Score,"$113,579,918",71107711.0,62.6,42472207.0,37.4
39,Along Came a Spider,"$105,178,561",74078174.0,70.4,31100387.0,29.6
40,Training Day,"$104,876,233",76631907.0,73.1,28244326.0,26.9
41,Jimmy Neutron: Boy Genius,"$102,992,536",80936232.0,78.6,22056304.0,21.4
42,Don't Say a Word,"$100,020,092",55001642.0,55.0,45018450.0,45.0
43,Evolution,"$98,376,292",38345494.0,39.0,60030798.0,61.0
44,I Am Sam,"$97,818,139",40311852.0,41.2,57506287.0,58.8
45,Enemy at the Gates,"$96,976,270",51401758.0,53.0,45574512.0,47.0
46,The Wedding Planner,"$94,728,529",60400856.0,63.8,34327673.0,36.2
47,Behind Enemy Lines,"$91,753,202",58856790.0,64.1,32896412.0,35.9
48,Gosford Park,"$87,754,044",41308615.0,47.1,46445429.0,52.9
49,Ali,"$87,713,825",58203105.0,66.4,29510720.0,33.6
50,Rat Race,"$85,498,534",56618055.0,66.2,28880479.0,33.8
51,Final Fantasy: The Spirits Within,"$85,131,830",32131830.0,37.7,53000000.0,62.3
52,The Animal,"$84,772,742",57743062.0,68.1,27029680.0,31.9
53,Blow,"$83,282,296",52990775.0,63.6,30291521.0,36.4
54,Exit Wounds,"$79,958,599",51758599.0,64.7,28200000.0,35.3
55,Serendipity,"$77,516,304",50294317.0,64.9,27221987.0,35.1
56,Kate & Leopold,"$76,019,048",47121859.0,62.0,28897189.0,38.0
57,Manitou's Shoe,"$75,482,094",57982996.94,47.41,75482094.0,100.0
58,From Hell,"$74,558,115",31602566.0,42.4,42955549.0,57.6
59,The One,"$72,689,126",43905746.0,60.4,28783380.0,39.6
60,The Royal Tenenbaums,"$71,441,250",52364010.0,73.3,19077240.0,26.7
61,Down to Earth,"$71,186,502",64186502.0,90.2,7000000.0,9.8
62,Brotherhood of the Wolf,"$70,752,904",11260096.0,15.9,59492808.0,84.1
63,Thir13en Ghosts,"$68,467,960",41867960.0,61.1,26600000.0,38.9
64,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275",17052128.0,24.9,51359147.0,75.1
65,Bandits,"$67,631,903",41575141.0,61.5,26056762.0,38.5
66,Not Another Teen Movie,"$66,468,332",38252284.0,57.5,28216048.0,42.5
67,Sweet November,"$65,754,228",25288103.0,38.5,40466125.0,61.5
68,K-PAX,"$65,001,485",50338485.0,77.4,14663000.0,22.6
69,Kiss of the Dragon,"$64,437,847",36845124.0,57.2,27592723.0,42.8
70,Captain Corelli's Mandolin,"$62,112,895",25543895.0,41.1,36569000.0,58.9
71,Zoolander,"$60,780,981",45172250.0,74.3,15608731.0,25.7
72,The Crimson Rivers,"$60,094,966",594966.0,1.0,59500000.0,99.0
73,Jeepers Creepers,"$59,217,789",37904175.0,64.0,21313614.0,36.0
74,Heartbreakers,"$57,756,408",40336607.0,69.8,17419801.0,30.2
75,15 Minutes,"$56,359,980",24403552.0,43.3,31956428.0,56.7
76,Driven,"$54,744,738",32720065.0,59.8,22024673.0,40.2
77,Domestic Disturbance,"$54,249,294",45246095.0,83.4,9003199.0,16.6
78,The Closet,"$50,104,745",6678894.0,13.3,43425851.0,86.7
79,Monster's Ball,"$44,909,486",31273922.0,69.6,13635564.0,30.4
80,Recess: School's Out,"$44,460,850",36706141.0,82.6,7754709.0,17.4
81,Hardball,"$44,102,389",40222729.0,91.2,3879660.0,8.8
82,In the Bedroom,"$43,368,779",35930604.0,82.8,7438175.0,17.2
83,See Spot Run,"$43,057,552",33357476.0,77.5,9700076.0,22.5
84,Shaolin Soccer,"$42,776,760",489600.0,1.1,42287160.0,98.9
85,Black Knight,"$39,976,235",33426971.0,83.6,6549264.0,16.4
86,Memento,"$39,723,096",25544867.0,64.3,14178229.0,35.7
87,Crocodile Dundee in Los Angeles,"$39,438,674",25635682.0,65.0,13802992.0,35.0
88,Haunted Castle,"$39,093,166",13651656.0,34.9,25441510.0,65.1
89,Someone Like You,"$38,689,940",27343067.0,70.7,11346873.0,29.3
90,What's the Worst That Could Happen?,"$38,464,131",32269834.0,83.9,6194297.0,16.1
91,The Majestic,"$37,317,558",27807266.0,74.5,9510292.0,25.5
92,Valentine,"$36,684,136",20384136.0,55.6,16300000.0,44.4
93,Joy Ride,"$36,642,838",21974919.0,60.0,14667919.0,40.0
94,Riding in Cars with Boys,"$35,743,308",30165536.0,84.4,5577772.0,15.6
95,Original Sin,"$35,402,320",16534221.0,46.7,18868099.0,53.3
96,Jay and Silent Bob Strike Back,"$33,788,161",30085147.0,89.0,3703014.0,11.0
97,Y tu mamá también,"$33,616,692",13839658.0,41.2,19777034.0,58.8
98,The Musketeer,"$32,533,802",27073640.0,83.2,5460162.0,16.8
99,Double Take,"$31,603,059",29831583.0,94.4,1771476.0,5.6
100,How High,"$31,283,740",31178740.0,99.7,105000.0,0.3
101,Beauty and the Beast 2000 IMAX Release,"$31,033,346",25487190.0,82.1,5546156.0,17.9
102,Joe Dirt,"$30,987,695",27087695.0,87.4,3900000.0,12.6
103,Hearts in Atlantis,"$30,919,415",24185781.0,78.2,6733634.0,21.8
104,Monsoon Wedding,"$30,787,356",13885966.0,45.1,16901390.0,54.9
105,Angel Eyes,"$29,715,606",24174218.0,81.4,5541388.0,18.6
106,The Pledge,"$29,419,291",19733089.0,67.1,9686202.0,32.9
107,Baby Boy,"$29,381,649",28734552.0,97.8,647097.0,2.2
108,Heist,"$28,510,652",23510841.0,82.5,4999811.0,17.5
109,The Tailor of Panama,"$28,008,462",13729742.0,49.0,14278720.0,51.0
110,The Brothers,"$27,958,191",27457409.0,98.2,500782.0,1.8
111,The Last Castle,"$27,642,707",18244060.0,66.0,9398647.0,34.0
112,Saving Silverman,"$26,086,706",19402030.0,74.4,6684676.0,25.6
113,Corky Romano,"$25,272,752",23980304.0,94.9,1292448.0,5.1
114,The Shipping News,"$24,690,441",11434216.0,46.3,13256225.0,53.7
115,Joe Somebody,"$24,516,772",22771646.0,92.9,1745126.0,7.1
116,Nowhere in Africa,"$24,322,180",6180200.0,25.4,18141980.0,74.6
117,Tanguy,"$24,272,365",57982996.94,47.41,24272365.0,100.0
118,Life as a House,"$23,903,791",15667270.0,65.5,8236521.0,34.5
119,The Glass House,"$23,619,609",18150259.0,76.8,5469350.0,23.2
120,Tomcats,"$23,430,766",13558739.0,57.9,9872027.0,42.1
121,Kingdom Come,"$23,396,049",23249649.0,99.4,146400.0,0.6
122,Two Can Play That Game,"$22,391,450",22235901.0,99.3,155549.0,0.7
123,Winged Migration,"$21,493,351",924651.0,4.3,20568700.0,95.7
124,Amores Perros,"$20,908,467",5408467.0,25.9,15500000.0,74.1
125,Mulholland Drive,"$20,117,339",7220243.0,35.9,12897096.0,64.1
126,Himalaya 2001 Re-release,"$19,960,881",2487878.0,12.5,17473003.0,87.5
127,Crazy/Beautiful,"$19,937,988",16937988.0,85.0,3000000.0,15.0
128,Get Over It,"$19,900,366",11576464.0,58.2,8323902.0,41.8
129,Summer Catch,"$19,772,447",19753553.0,99.9,18894.0,65.85
130,Shackleton's Antarctic Adventure,"$19,613,216",15553324.0,79.3,4059892.0,20.7
131,Rock Star,"$19,334,145",17008282.0,88.0,2325863.0,12.0
132,O,"$19,260,537",16025437.0,83.2,3235100.0,16.8
133,The Man Who Wasn't There,"$18,916,623",7504257.0,39.7,11412366.0,60.3
134,The Curse of the Jade Scorpion,"$18,914,307",7517191.0,39.7,11397116.0,60.3
135,3000 Miles to Graceland,"$18,720,175",15749959.0,84.1,2970216.0,15.9
136,Max Keeble's Big Move,"$18,634,654",17294293.0,92.8,1340361.0,7.2
137,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382",57982996.94,47.41,18623382.0,100.0
138,Antitrust,"$18,195,610",11328094.0,62.3,6867516.0,37.7
139,Jason X,"$16,951,798",13121555.0,77.4,3830243.0,22.6
140,Sugar & Spice,"$16,908,947",13305101.0,78.7,3603846.0,21.3
141,The Dish,"$16,575,074",2552992.0,15.4,14022082.0,84.6
142,Just Visiting,"$16,176,732",4781539.0,29.6,11395193.0,70.4
143,Iris,"$16,153,953",5594617.0,34.6,10559336.0,65.4
144,Lantana,"$15,747,450",4623189.0,29.4,11124261.0,70.6
145,Enigma 2001 Re-release,"$15,705,007",4301582.0,27.4,11403425.0,72.6
